,CONF,DEC,MASK_NUM,OII,OII_err,RA,bit_code,gmag,redz,rmag,zmag,mask_name
1266,3,0.886936057902,8,0.0,-1.0,157.470450253,2008,22.9231452904,0.9103,22.720769865,21.90510179,NGC-3-1
1267,-999,0.807527429912,8,0.0,-1.0,157.415084157,2000,23.3908062493,-999.0,23.1138687016,21.9409732569,NGC-3-1
1268,3,0.850603096922,8,0.0,-1.0,157.452405327,848,23.5745544961,0.96065,23.0949859237,22.2605858194,NGC-3-1
1269,-999,0.809107518033,8,0.0,-1.0,157.423575789,2000,23.459377257,-999.0,22.9410190578,22.0855808567,NGC-3-1
1270,-999,0.88115982292,8,0.0,-1.0,157.492479418,24,23.1227876188,-999.0,22.5911987992,21.876431208,NGC-3-1
1271,-999,0.850372274028,8,0.0,-1.0,157.470401221,4,,-999.0,,,NGC-3-1
1272,-999,0.801807237052,8,0.0,-1.0,157.433703241,144,22.0087928822,-999.0,21.2586454338,20.3126557223,NGC-3-1
1273,-999,0.790002644376,8,0.0,-1.0,157.431021433,2008,23.3982296546,-999.0,23.1824207365,22.363369037,NGC-3-1
1274,-999,0.829334298475,8,0.0,-1.0,157.469576675,1536,23.2465305168,-999.0,22.3665771558,21.4033202934,NGC-3-1
1275,-999,0.828819421436,8,0.0,-1.0,157.474370054,2000,23.4946174612,-999.0,23.1089400833,22.1411552534,NGC-3-1
1276,3,0.776211172223,8,0.0,-1.0,157.435021776,216,23.1434428372,1.21975,23.1636867984,22.3855911951,NGC-3-1
1277,-999,0.810736003888,8,0.0,-1.0,157.465618796,128,23.6407639607,-999.0,23.9519098175,22.8706862748,NGC-3-1
1278,3,0.769178498278,8,0.0,-1.0,157.437342863,8,23.5970133298,0.7162,23.092676078,22.5051235781,NGC-3-1
1279,3,0.780981258906,8,0.0,-1.0,157.454094514,128,23.2785240346,0.08845,23.4156918889,23.3387434558,NGC-3-1
1280,3,0.83699601706,8,0.0,-1.0,157.504724567,976,23.6171665034,1.093,23.1838970065,22.194553361,NGC-3-1
1281,-999,0.826945361678,8,0.0,-1.0,157.499333515,768,23.6920700672,-999.0,23.2011280397,22.3573741802,NGC-3-1
1282,-999,0.776588991734,8,0.0,-1.0,157.461881385,144,22.3016219636,-999.0,21.7213717589,20.9441722519,NGC-3-1
1283,-999,0.840984298939,8,0.0,-1.0,157.516744804,1800,21.8369769803,-999.0,22.4714431396,21.7456245822,NGC-3-1
1284,-999,0.755435329405,8,0.0,-1.0,157.450385699,64,23.7270917263,-999.0,23.6511627421,22.6359540705,NGC-3-1
1285,-999,0.815377589173,8,0.0,-1.0,157.505897621,4,,-999.0,,,NGC-3-1
1286,-999,0.780978852783,8,0.0,-1.0,157.480705025,2,20.08942,-999.0,,,NGC-3-1
1287,-999,0.824710545948,8,0.0,-1.0,157.519550462,2008,23.5059719763,-999.0,23.2619571378,22.3262443422,NGC-3-1
1288,-999,0.758825339291,8,0.0,-1.0,157.469184057,768,23.596511835,-999.0,22.904001272,21.8192309762,NGC-3-1
1289,3,0.834330809649,8,0.0,-1.0,157.533068793,8,23.6264569844,0.32905,23.1126726496,22.5155540626,NGC-3-1
1290,-999,0.797622049173,8,0.0,-1.0,157.506667621,4,,-999.0,,,NGC-3-1
1291,3,0.78873529202,8,0.0,-1.0,157.502695571,2008,23.5158806318,1.16255,23.2335796512,22.4006366386,NGC-3-1
1292,2,0.78912765434,8,0.0,-1.0,157.506769533,2008,23.3577155832,1.1647,23.2260856265,22.4573153926,NGC-3-1
1293,-999,0.734934564028,8,0.0,-1.0,157.466951221,4,,-999.0,,,NGC-3-1
1294,-999,0.77413272272,8,0.0,-1.0,157.501554934,2008,23.4837513678,-999.0,23.3232269369,22.6581077352,NGC-3-1
1295,-999,0.769112479173,8,0.0,-1.0,157.503397621,4,,-999.0,,,NGC-3-1
1296,-999,0.767544497077,8,0.0,-1.0,157.504846954,8,19.6928255424,-999.0,19.6986644218,19.3377348939,NGC-3-1
1297,3,0.782942973897,8,0.0,-1.0,157.522234899,2008,22.6633453237,1.0923,22.5036220458,21.9838352507,NGC-3-1
1298,-999,0.761749781008,8,0.0,-1.0,157.508500137,2000,23.3541355542,-999.0,23.1065369176,21.5373992421,NGC-3-1
1299,-999,0.808000583659,8,0.0,-1.0,157.548790715,2000,22.6375980079,-999.0,21.8485774807,20.6883258944,NGC-3-1
1300,-999,0.766936598983,8,0.0,-1.0,157.519529751,2008,22.9963074048,-999.0,22.6382522818,21.7529830814,NGC-3-1
1301,-999,0.752109006974,8,0.0,-1.0,157.513942628,2000,23.0966930598,-999.0,22.5070686028,21.6197795803,NGC-3-1
1302,3,0.744057360194,8,0.0,-1.0,157.511378509,80,23.7241401269,0.9041,23.4526864458,22.1860198505,NGC-3-1
1303,3,0.8084807393,8,0.0,-1.0,157.568630446,216,23.0840165463,1.62265,22.942835696,22.5112847988,NGC-3-1
1304,-999,0.741501774878,8,0.0,-1.0,157.516897137,128,23.6013888314,-999.0,23.8439563898,22.975254163,NGC-3-1
1305,-999,0.79145023881,8,0.0,-1.0,157.561894894,1792,23.5132312793,-999.0,22.3391132791,20.9654044796,NGC-3-1
1306,3,0.747604763275,8,0.0,-1.0,157.53001326,2008,22.9922466295,0.8064,22.5805206305,21.7192707665,NGC-3-1
1307,3,0.723134809998,8,0.0,-1.0,157.514714489,72,23.3824530324,1.2123,23.0707667386,22.5404405993,NGC-3-1
1308,-999,0.744411877438,8,0.0,-1.0,157.536843316,2008,23.3797645756,-999.0,23.303417219,22.6948624108,NGC-3-1
1309,-999,0.745467249173,8,0.0,-1.0,157.542757621,4,,-999.0,,,NGC-3-1
1310,-999,0.728840752104,8,0.0,-1.0,157.534376153,1792,23.2951031137,-999.0,22.5513992215,20.6059111353,NGC-3-1
1311,-999,0.791004198316,8,0.0,-1.0,157.589357221,2000,22.8037719816,-999.0,22.2189445884,21.2183551434,NGC-3-1
1312,-999,0.75985810265,8,0.0,-1.0,157.569040815,1544,22.6137790655,-999.0,22.4597167548,22.1680011398,NGC-3-1
1313,-999,0.787305129882,8,0.0,-1.0,157.600635145,2000,23.1776905217,-999.0,22.8054294141,21.8684463466,NGC-3-1
1314,-999,0.709634772003,8,0.0,-1.0,157.540294039,1744,23.1318531349,-999.0,22.5869121308,21.800651537,NGC-3-1
1315,3,0.782598559057,8,0.0,-1.0,157.602276246,144,22.8192671144,1.1687,22.0917830114,21.2159169326,NGC-3-1
1316,-999,0.742957403263,8,0.0,-1.0,157.573721587,80,23.7314815634,-999.0,23.4389235871,22.3231411682,NGC-3-1
1317,-999,0.780657748262,8,0.0,-1.0,157.61137035,2000,23.3495273346,-999.0,22.6202793221,21.2961139407,NGC-3-1
1318,-999,0.75444968222,8,0.0,-1.0,157.593654777,8,23.7886040559,-999.0,23.2927487516,22.6893067494,NGC-3-1
1319,-999,0.701489871767,8,0.0,-1.0,157.553901414,768,23.6676120408,-999.0,22.9050178856,21.871026945,NGC-3-1
1320,-999,0.731178222003,8,0.0,-1.0,157.58158794,1808,23.2482089215,-999.0,22.4435367018,21.4609069559,NGC-3-1
1321,-999,0.774619018356,8,0.0,-1.0,157.619615717,64,23.7278036877,-999.0,23.3849729092,22.4489407211,NGC-3-1
1322,-999,-999.0,9,0.0,-1.0,-999.0,-999,,-999.0,,,ngc-5-1
1323,-999,30.2055288718,9,0.0,-1.0,154.228007208,1232,23.3852863675,-999.0,22.7350349599,21.7933482767,ngc-5-1
1324,-999,30.2336522265,9,0.0,-1.0,154.129580879,4,,-999.0,,,ngc-5-1
1325,-999,30.2204062586,9,0.0,-1.0,154.189157183,2008,23.2675113421,-999.0,23.0360183581,22.2897472707,ngc-5-1
1326,-999,30.2332785755,9,0.0,-1.0,154.152859664,1032,22.9418563657,-999.0,23.2648621069,22.9836998256,ngc-5-1
1327,-999,30.2100882265,9,0.0,-1.0,154.251820879,4,,-999.0,,,ngc-5-1
1328,-999,30.223792244,9,0.0,-1.0,154.216921811,128,23.4153453208,-999.0,23.4478961571,23.5142115325,ngc-5-1
1329,-999,30.2453461495,9,0.0,-1.0,154.148787047,2000,23.5064449492,-999.0,22.9789352436,21.9473915126,ngc-5-1
1330,-999,30.2366678772,9,0.0,-1.0,154.19134891,512,23.6778087742,-999.0,23.5144596788,22.9548320988,ngc-5-1
1331,-999,30.2571968369,9,0.0,-1.0,154.124590932,2000,22.8129558503,-999.0,22.1570720841,20.8479269843,ngc-5-1
1332,-999,30.2529107174,9,0.0,-1.0,154.149502724,64,23.7482680332,-999.0,23.6790980217,22.6375747951,ngc-5-1
1333,-999,30.2526851305,9,0.0,-1.0,154.163266694,208,23.0891107112,-999.0,22.3215794483,21.2624667283,ngc-5-1
1334,-999,30.2526495233,9,0.0,-1.0,154.173565026,2008,23.3465137653,-999.0,22.9877224136,22.0300903161,ngc-5-1
1335,-999,30.2499028585,9,0.0,-1.0,154.191609815,520,23.6715946185,-999.0,23.4150924388,22.8720817809,ngc-5-1
1336,-999,30.2394740346,9,0.0,-1.0,154.241273777,2,19.50363,-999.0,,,ngc-5-1
1337,-999,30.2399141722,9,0.0,-1.0,154.255049363,768,23.5614204515,-999.0,22.5816002125,21.3719024598,ngc-5-1
1338,-999,30.2433378882,9,0.0,-1.0,154.2619549,64,23.7487619878,-999.0,23.5007729049,22.4676103256,ngc-5-1
1339,-999,30.2657482265,9,0.0,-1.0,154.185960879,4,,-999.0,,,ngc-5-1
1340,-999,30.266399812,9,0.0,-1.0,154.199295933,2000,23.3995952557,-999.0,22.727497114,21.5913448721,ngc-5-1
1341,-999,30.2732316531,9,0.0,-1.0,154.180969982,1536,23.2363243382,-999.0,22.3073959576,21.2666072763,ngc-5-1
1342,-999,30.2624301599,9,0.0,-1.0,154.235905215,8,22.6396773381,-999.0,22.0676563715,21.4146114703,ngc-5-1
1343,-999,30.2849000033,9,0.0,-1.0,154.171014303,1024,23.2742290976,-999.0,22.3577232394,21.2136325246,ngc-5-1
1344,-999,30.2762634708,9,0.0,-1.0,154.219230121,2000,23.0943069749,-999.0,22.3909473298,21.2615680977,ngc-5-1
1345,-999,30.2654555347,9,0.0,-1.0,154.275219767,2000,22.7933921611,-999.0,22.3119411836,21.4259891532,ngc-5-1
1346,-999,30.2965083241,9,0.0,-1.0,154.176365182,8,23.3677384775,-999.0,22.7192197241,21.9796916222,ngc-5-1
1347,-999,30.2819651048,9,0.0,-1.0,154.240116343,1992,23.247030289,-999.0,23.1849708361,22.8249969482,ngc-5-1
1348,-999,30.288287662,9,0.0,-1.0,154.226980527,1792,23.3555622503,-999.0,22.5121555028,21.367074944,ngc-5-1
1349,-999,30.2820370087,9,0.0,-1.0,154.261708945,2000,22.3622512985,-999.0,21.6712951666,20.5550479544,ngc-5-1
1350,-999,30.3103257601,9,0.0,-1.0,154.162864293,784,23.6355400286,-999.0,23.0430030704,21.955001877,ngc-5-1
1351,-999,30.2989928015,9,0.0,-1.0,154.216516482,128,23.6222285223,-999.0,23.9997434578,23.0414585799,ngc-5-1
1352,-999,30.2834572655,9,0.0,-1.0,154.288826293,848,23.6802769081,-999.0,23.2798462685,22.2963181014,ngc-5-1
1353,-999,30.3134902364,9,0.0,-1.0,154.183246663,1032,20.6254406523,-999.0,20.4695567875,20.1487120792,ngc-5-1
1354,-999,30.2895828713,9,0.0,-1.0,154.284347923,856,23.6989383932,-999.0,23.3446750983,22.4414939298,ngc-5-1
1355,-999,30.2941074954,9,0.0,-1.0,154.293508638,2000,23.2889862424,-999.0,22.6576404873,21.389444326,ngc-5-1
1356,-999,30.3106032853,9,0.0,-1.0,154.243031732,2000,22.8318157574,-999.0,22.2934303562,21.1123771886,ngc-5-1
1357,-999,30.2998436773,9,0.0,-1.0,154.296322006,2008,22.6945095096,-999.0,22.4502735608,21.619146284,ngc-5-1
1358,-999,30.3208862265,9,0.0,-1.0,154.231920879,4,,-999.0,,,ngc-5-1
1359,-999,30.3438845901,9,0.0,-1.0,154.164652576,2000,23.4472141716,-999.0,22.9784278579,21.6699943294,ngc-5-1
1360,-999,30.3445020131,9,0.0,-1.0,154.170039896,2008,23.1631165482,-999.0,22.8220576856,22.1601085444,ngc-5-1
1361,-999,30.3406312265,9,0.0,-1.0,154.194540879,4,,-999.0,,,ngc-5-1
1362,-999,30.3250022959,9,0.0,-1.0,154.26858742,8,23.7369363093,-999.0,23.1778451616,22.4434638418,ngc-5-1
1363,-999,30.3209655872,9,0.0,-1.0,154.300311257,2000,22.9473266816,-999.0,22.5463562319,21.3289851517,ngc-5-1
1364,-999,30.3310605914,9,0.0,-1.0,154.278185925,2000,23.3469219811,-999.0,22.8740997196,21.7582358934,ngc-5-1
1365,-999,30.3543182265,9,0.0,-1.0,154.209490879,4,,-999.0,,,ngc-5-1
1366,-999,30.354703333,9,0.0,-1.0,154.227947627,208,22.1714507382,-999.0,21.4107437762,19.9353887929,ngc-5-1
1367,-999,30.3691279222,9,0.0,-1.0,154.190754784,2008,23.339283054,-999.0,23.1356735844,22.4328670918,ngc-5-1
1368,-999,30.3527572403,9,0.0,-1.0,154.268975051,1152,23.3392448528,-999.0,23.5360126619,23.384063756,ngc-5-1
1369,-999,30.3530520266,9,0.0,-1.0,154.276114669,1792,23.5434360566,-999.0,22.741287269,21.3438053089,ngc-5-1
1370,-999,30.3803940491,9,0.0,-1.0,154.179313549,208,22.5985159843,-999.0,21.9536277948,21.0397992051,ngc-5-1
1371,-999,30.3723464325,9,0.0,-1.0,154.221564175,1792,23.2411422826,-999.0,22.4599667138,20.7409362053,ngc-5-1
1372,-999,30.3637866551,9,0.0,-1.0,154.27323355,1152,23.4976768708,-999.0,23.568393766,23.4658107829,ngc-5-1
1373,-999,30.3620085979,9,0.0,-1.0,154.29364299,2,19.50729,-999.0,,,ngc-5-1
1374,-999,30.3719379245,9,0.0,-1.0,154.263667161,984,23.5825786425,-999.0,23.3863677508,22.3938274597,ngc-5-1
1375,-999,30.3913320661,9,0.0,-1.0,154.210859836,8,23.7688210523,-999.0,23.1909141787,22.4700858365,ngc-5-1
1376,-999,30.4002869578,9,0.0,-1.0,154.185438621,1792,23.200153302,-999.0,22.2008819417,20.7441043703,ngc-5-1
1377,-999,30.3677272841,9,0.0,-1.0,154.319652368,2008,22.85672759,-999.0,22.4645309621,21.7836914546,ngc-5-1
1378,-999,30.3855268148,9,0.0,-1.0,154.291788312,2008,23.4765090575,-999.0,23.121484773,22.3533687803,ngc-5-1
1379,-999,30.4011213619,9,0.0,-1.0,154.246118848,2000,23.094734192,-999.0,22.6716022732,21.2158335612,ngc-5-1
1380,-999,30.4142294266,9,0.0,-1.0,154.208715838,1168,23.1152438648,-999.0,22.2197208727,20.9875182989,ngc-5-1
1381,-999,30.3857152932,9,0.0,-1.0,154.325964344,8,23.7078253128,-999.0,23.1939470217,22.3779961924,ngc-5-1
1382,-999,30.3927140315,9,0.0,-1.0,154.309377399,2000,23.2724972283,-999.0,22.8347663528,21.6543960589,ngc-5-1
1383,-999,30.4180745188,9,0.0,-1.0,154.224033738,2000,23.1972503183,-999.0,22.7639179509,21.4947433227,ngc-5-1
1384,-999,30.4206240031,9,0.0,-1.0,154.225526794,1752,23.4169158757,-999.0,23.0410061205,22.2635708183,ngc-5-1
1385,-999,30.4033277041,9,0.0,-1.0,154.301089971,1240,23.389751499,-999.0,23.3728981237,22.6987266563,ngc-5-1
1386,-999,30.4320692853,9,0.0,-1.0,154.206685988,4,,-999.0,,,ngc-5-1
1387,-999,30.4176118725,9,0.0,-1.0,154.271937402,8,23.431899223,-999.0,23.1896462215,22.8309973248,ngc-5-1
1388,-999,30.4251212932,9,0.0,-1.0,154.263747327,2008,23.5452022455,-999.0,23.349060068,22.2984523838,ngc-5-1
1389,-999,30.4207106541,9,0.0,-1.0,154.290341145,2000,23.4129925022,-999.0,22.874570844,21.5486812164,ngc-5-1
1390,-999,30.4308764075,9,0.0,-1.0,154.269263351,128,23.5205648746,-999.0,23.8814916852,23.5407121919,ngc-5-1
1391,-999,30.4179188849,9,0.0,-1.0,154.337278093,2000,23.4414253611,-999.0,23.4768237579,22.5612297145,ngc-5-1
1392,-999,30.4216834579,9,0.0,-1.0,154.332299025,1024,23.0324420651,-999.0,23.5030784654,22.8753375777,ngc-5-1
1393,-999,30.4338823833,9,0.0,-1.0,154.300353277,984,23.635961585,-999.0,23.3721428595,22.440044435,ngc-5-1
1394,-999,30.4286071938,9,0.0,-1.0,154.32841772,848,23.6253986661,-999.0,23.090360658,21.9236278191,ngc-5-1
1395,-999,30.4502525836,9,0.0,-1.0,154.26081839,2000,22.5483150406,-999.0,21.8867225679,20.5869044713,ngc-5-1
1396,-999,30.4335816452,9,0.0,-1.0,154.333732595,2000,23.4151172433,-999.0,23.5237999054,22.914840738,ngc-5-1
1397,-999,30.1766880486,9,0.0,-1.0,154.327702707,2008,22.7504978521,-999.0,22.5123481856,21.9277705773,ngc-5-1
1398,-999,30.157143283,9,0.0,-1.0,154.412387215,1560,22.907918908,-999.0,22.3457774753,21.6272773781,ngc-5-1
1399,-999,30.1830674524,9,0.0,-1.0,154.323877969,2000,22.4125766607,-999.0,21.5663204685,20.3937491781,ngc-5-1
1400,-999,30.1718933793,9,0.0,-1.0,154.378694863,4,,-999.0,,,ngc-5-1
1401,-999,30.1859163793,9,0.0,-1.0,154.335274863,4,,-999.0,,,ngc-5-1
1402,-999,30.1729973761,9,0.0,-1.0,154.396839778,1240,22.4356175019,-999.0,22.2508373775,21.6807479718,ngc-5-1
1403,-999,30.1951079897,9,0.0,-1.0,154.328297023,848,23.6031761401,-999.0,23.0208358677,21.96082881,ngc-5-1
1404,-999,30.1929119728,9,0.0,-1.0,154.348134933,216,23.3987553717,-999.0,22.9984663497,22.3190168403,ngc-5-1
1405,-999,30.187407947,9,0.0,-1.0,154.37695417,8,22.5082695576,-999.0,22.0218208827,21.417236186,ngc-5-1
1406,-999,30.1989726644,9,0.0,-1.0,154.34905695,216,23.4592681214,-999.0,23.2651037805,22.2563994834,ngc-5-1
1407,-999,30.1985148952,9,0.0,-1.0,154.358747202,2008,22.643064517,-999.0,22.246540087,21.5623321485,ngc-5-1
1408,-999,30.2024786381,9,0.0,-1.0,154.355484191,216,21.8779137923,-999.0,21.6087208876,21.0584560307,ngc-5-1
1409,-999,30.1841106059,9,0.0,-1.0,154.436914345,216,23.4131222929,-999.0,23.4222757708,22.6221905659,ngc-5-1
1410,-999,30.1787524748,9,0.0,-1.0,154.468778505,8,23.5746829977,-999.0,23.2121479563,22.6864183639,ngc-5-1
1411,-999,30.18916527,9,0.0,-1.0,154.437362795,8,22.9769440726,-999.0,22.5293888654,22.003822563,ngc-5-1
1412,-999,30.2043732466,9,0.0,-1.0,154.388024405,8,23.4373633226,-999.0,22.8643241822,22.1810117907,ngc-5-1
1413,-999,30.1959399936,9,0.0,-1.0,154.430493075,1792,23.2078362013,-999.0,22.074113798,20.5392741783,ngc-5-1
1414,-999,30.2125336261,9,0.0,-1.0,154.377537564,64,23.7157436525,-999.0,23.7187186118,22.7005261204,ngc-5-1
1415,-999,30.2130554748,9,0.0,-1.0,154.391411645,8,23.6882741386,-999.0,23.1643684394,22.4123692537,ngc-5-1
1416,-999,30.2142849993,9,0.0,-1.0,154.394349889,136,23.3966842539,-999.0,23.3651253595,22.9563523547,ngc-5-1
1417,-999,30.2304729216,9,0.0,-1.0,154.344771864,2,17.70322,-999.0,,,ngc-5-1
1418,-999,30.2222816915,9,0.0,-1.0,154.385642404,8,23.4429078825,-999.0,23.2079245146,22.8270586956,ngc-5-1
1419,-999,30.2108571147,9,0.0,-1.0,154.46082287,2000,22.9160651952,-999.0,22.2274723033,21.0570068648,ngc-5-1
1420,-999,30.2096081199,9,0.0,-1.0,154.473260036,2000,22.767099388,-999.0,22.2036419024,21.3476065868,ngc-5-1
1421,-999,30.2127094417,9,0.0,-1.0,154.476761119,1232,23.2921619814,-999.0,22.6332435945,21.7514762716,ngc-5-1
1422,-999,30.2392936796,9,0.0,-1.0,154.387845321,2,19.49551,-999.0,,,ngc-5-1
1423,-999,30.2479223506,9,0.0,-1.0,154.364592817,216,23.2149181881,-999.0,23.1913914363,22.5609338987,ngc-5-1
1424,-999,30.2241653793,9,0.0,-1.0,154.462214863,4,,-999.0,,,ngc-5-1
1425,-999,30.247440419,9,0.0,-1.0,154.38741528,128,23.5803590887,-999.0,23.6048911946,23.016872793,ngc-5-1
1426,-999,30.2369924139,9,0.0,-1.0,154.435549602,1792,23.4642848813,-999.0,22.9182052596,21.0963077669,ngc-5-1
1427,-999,30.2333475154,9,0.0,-1.0,154.465194823,208,22.63644429,-999.0,21.7922893451,20.2818503463,ngc-5-1
1428,-999,30.2370900886,9,0.0,-1.0,154.459858928,2008,22.868761096,-999.0,22.6416892793,21.7547073512,ngc-5-1
1429,-999,30.2302851177,9,0.0,-1.0,154.49641086,2000,23.3254776473,-999.0,22.8972396998,21.7843131881,ngc-5-1
1430,-999,30.2688945964,9,0.0,-1.0,154.358052482,24,23.3065471601,-999.0,22.7192067364,21.9601803251,ngc-5-1
1431,-999,30.2722339273,9,0.0,-1.0,154.356901596,8,22.9257467908,-999.0,22.3412252053,21.6769229571,ngc-5-1
1432,-999,30.2392184654,9,0.0,-1.0,154.497323001,208,23.5573482729,-999.0,23.4383092562,22.6688608667,ngc-5-1
1433,-999,30.2518556016,9,0.0,-1.0,154.457770026,1808,23.3980846127,-999.0,22.6073494276,21.5430336168,ngc-5-1
1434,-999,30.2611125623,9,0.0,-1.0,154.440547914,192,23.6409371897,-999.0,23.8390762606,22.7744771145,ngc-5-1
1435,-999,30.2740689285,9,0.0,-1.0,154.401977175,8,23.7583476232,-999.0,23.3843859393,22.794132489,ngc-5-1
1436,-999,30.261386333,9,0.0,-1.0,154.460046501,1664,22.6200008724,-999.0,22.6498432532,22.4754008731,ngc-5-1
1437,-999,30.2778000446,9,0.0,-1.0,154.406622405,2000,23.0555134292,-999.0,22.3241691439,20.9599227861,ngc-5-1
1438,-999,30.281720047,9,0.0,-1.0,154.408781477,1752,23.5049876993,-999.0,23.2780017394,22.7160682628,ngc-5-1
1439,-999,30.2586898672,9,0.0,-1.0,154.508438798,8,23.8122109514,-999.0,23.400990399,22.7197816718,ngc-5-1
1440,-999,30.2662830253,9,0.0,-1.0,154.490174462,2008,23.487321911,-999.0,23.3137073446,22.6725464175,ngc-5-1
1441,-999,30.3005895583,9,0.0,-1.0,154.376655909,1240,23.3930911713,-999.0,23.1566276774,22.6425304178,ngc-5-1
1442,-999,30.2695583421,9,0.0,-1.0,154.505726279,2000,23.0356140508,-999.0,22.5641384202,21.5710068252,ngc-5-1
1443,-999,30.2938500655,9,0.0,-1.0,154.421621806,2000,23.2167397238,-999.0,22.8103942939,21.6229553074,ngc-5-1
1444,-999,30.29714044,9,0.0,-1.0,154.418921128,2000,23.0824051164,-999.0,22.4040432097,21.1216963906,ngc-5-1
1445,-999,30.3096389308,9,0.0,-1.0,154.382742557,1928,23.2448921006,-999.0,23.2411308841,22.9205665959,ngc-5-1
1446,-999,30.293966136,9,0.0,-1.0,154.450453806,2000,22.9764785658,-999.0,22.2424583006,20.8754729738,ngc-5-1
1447,-999,30.2999337874,9,0.0,-1.0,154.449359908,2008,23.429750408,-999.0,22.9996204333,22.2840137258,ngc-5-1
1448,-999,30.317902928,9,0.0,-1.0,154.394499368,2008,23.3933124579,-999.0,23.3590851016,22.4008236238,ngc-5-1
1449,-999,30.323961989,9,0.0,-1.0,154.385236603,2000,23.3831005528,-999.0,22.6650943551,21.3106250851,ngc-5-1
1450,-999,30.3011370446,9,0.0,-1.0,154.482715624,216,22.6213332631,-999.0,22.2837827047,21.5848233988,ngc-5-1
1451,-999,30.3115944426,9,0.0,-1.0,154.454127391,16,23.5802461035,-999.0,22.9729837574,22.058341732,ngc-5-1
1452,-999,30.3265563754,9,0.0,-1.0,154.405663502,2008,22.7782993783,-999.0,22.5917454107,21.7504539426,ngc-5-1
1453,-999,30.3234103035,9,0.0,-1.0,154.430805114,976,23.6605224481,-999.0,23.465866073,22.5234794708,ngc-5-1
1454,-999,30.332374822,9,0.0,-1.0,154.406478718,976,23.6180076752,-999.0,23.5799904204,22.5462875481,ngc-5-1
1455,-999,30.3394743793,9,0.0,-1.0,154.387794863,4,,-999.0,,,ngc-5-1
1456,-999,30.3152004104,9,0.0,-1.0,154.492455296,2,18.64175,-999.0,,,ngc-5-1
1457,-999,30.3160143078,9,0.0,-1.0,154.498441333,136,23.3323397425,-999.0,23.3908265359,23.03419021,ngc-5-1
1458,-999,30.3161508159,9,0.0,-1.0,154.508628501,8,22.1940116027,-999.0,21.5690029217,20.8886837022,ngc-5-1
1459,-999,30.3499987987,9,0.0,-1.0,154.388996485,1752,22.2325630528,-999.0,22.1154079259,21.5901279332,ngc-5-1
1460,-999,30.3401327114,9,0.0,-1.0,154.444499295,2000,23.4768886821,-999.0,22.9542445928,21.63355252,ngc-5-1
1461,-999,30.3567808123,9,0.0,-1.0,154.389357618,984,23.5560951419,-999.0,23.3245487693,22.4548301824,ngc-5-1
1462,-999,30.3507988126,9,0.0,-1.0,154.439460246,8,23.665996687,-999.0,23.1950146395,22.5033423584,ngc-5-1
1463,-999,30.34138966,9,0.0,-1.0,154.486920167,24,22.1921967738,-999.0,21.6185354256,20.8816557886,ngc-5-1
1464,-999,30.3498870505,9,0.0,-1.0,154.465290813,2000,23.5190697025,-999.0,23.1274013925,21.7142047657,ngc-5-1
1465,-999,30.3480903497,9,0.0,-1.0,154.481038904,1024,22.1504288175,-999.0,21.1919821631,20.1547431489,ngc-5-1
1466,-999,30.3405382971,9,0.0,-1.0,154.527422604,216,23.2087729865,-999.0,23.1396535543,22.6909904959,ngc-5-1
1467,-999,30.3710862776,9,0.0,-1.0,154.428445648,1032,23.3044872269,-999.0,22.9431018599,22.4343052024,ngc-5-1
1468,-999,30.3485127102,9,0.0,-1.0,154.523257083,2000,23.2035006768,-999.0,22.69772718,21.794206544,ngc-5-1
1469,-999,30.3678527459,9,0.0,-1.0,154.467340063,1808,23.3385524883,-999.0,22.5726929045,21.1344680402,ngc-5-1
1470,-999,30.3530678033,9,0.0,-1.0,154.5348437,216,23.0477753762,-999.0,22.6418595493,21.7784886015,ngc-5-1
1471,-999,30.3624463789,9,0.0,-1.0,154.508429463,216,23.1537358112,-999.0,22.951077562,22.3679063126,ngc-5-1
1472,-999,30.3747624412,9,0.0,-1.0,154.472278719,976,23.5836773057,-999.0,23.5796737439,22.7103958482,ngc-5-1
1473,-999,30.3697471425,9,0.0,-1.0,154.50869885,2,18.21785,-999.0,,,ngc-5-1
1474,-999,30.3649153793,9,0.0,-1.0,154.537034863,4,,-999.0,,,ngc-5-1
1475,-999,30.3781970347,9,0.0,-1.0,154.49580995,976,23.6051406322,-999.0,23.1044768824,21.9305000375,ngc-5-1
1476,-999,30.3758669008,9,0.0,-1.0,154.512766282,840,23.5552539674,-999.0,23.3166199079,22.7257404606,ngc-5-1
1477,-999,30.3886546834,9,0.0,-1.0,154.481281452,8,23.782975917,-999.0,23.1207504236,22.3965645063,ngc-5-1
1478,-999,30.3929841887,9,0.0,-1.0,154.474645961,1808,23.0013103207,-999.0,22.1569747864,21.1574573715,ngc-5-1
1479,-999,-999.0,10,0.0,-1.0,-999.0,-999,,-999.0,,,NGC-6-1
1480,-999,21.797567427,10,0.0,-1.0,142.334999889,1240,23.1467419425,-999.0,22.617626183,21.8599147259,NGC-6-1
1481,-999,21.7974731066,10,0.0,-1.0,142.33750825,2008,22.8900795129,-999.0,22.5415000641,21.6468410716,NGC-6-1
1482,-999,21.8340624008,10,0.0,-1.0,142.36848775,8,23.136881879,-999.0,22.7019592838,22.1543690206,NGC-6-1
1483,-999,21.7425468637,10,0.0,-1.0,142.305227241,2,18.01017,-999.0,,,NGC-6-1
